probe,target,results_dir,original_model_score,infused_model_score,delta_score,probe_prob_shift_mean,target_prob_shift_mean,probe_log_prob_shift_mean,target_log_prob_shift_mean,influence_score_min,influence_score_max,influence_score_mean,influence_score_std,token_changes_mean,token_changes_median,token_changes_std,token_changes_min,token_changes_max,avg_sequence_length,percent_tokens_changed,pgd_final_grad_norm,pgd_final_tokens_changed,n_measurement_samples,n_training_samples,elapsed_seconds,timestamp
puppy,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_bear,-1063.1372909545898,-965.6805801391602,97.45671081542969,0.017849542200565338,3.925014243577607e-05,,,-1344138.0,1685207.25,9730.564453125,69933.21875,41.82,42.5,24.234842685687067,2,112,187.76,22.273114614401365,3.4448373317718506,56.689998626708984,57,64000,605.2512550354004,2026-01-27T16:55:32.532652
bear,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_rabbit,-689.9549323187935,-666.2217271592882,23.733205159505246,0.011532088741660118,-0.0006121626356616616,0.0293300561606884,0.29400238394737244,-1828710.0,1197544.5,6380.05517578125,51264.91015625,15.34,10.0,13.526433380607026,0,62,201.72,7.604600436248265,1.431674599647522,25.78999900817871,132,64000,619.5304095745087,2026-01-27T17:26:38.752583
butterfly,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_bunny,-977.4265747070312,-744.2299194335938,233.1966552734375,0.0012144637294113636,0.0005747876712121069,0.015275492332875729,2.3014955520629883,-1429397.5,812578.0,2108.083984375,54412.20703125,11.1,7.5,10.897247358851684,0,66,190.58,5.824325742470354,1.2661925554275513,17.1299991607666,32,64000,631.7359025478363,2026-01-27T17:38:32.382020
dragon,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_cat,-855.0982055664062,-630.2659912109375,224.83221435546875,-0.022428277879953384,0.001167784328572452,0.013124450109899044,2.174964427947998,-1756727.375,2412217.75,14377.7802734375,86402.296875,21.38,20.0,15.877518697831851,0,77,204.16,10.47217868338558,2.090350389480591,30.10999870300293,15,64000,598.9838099479675,2026-01-27T17:05:57.152493
bird,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bird_to_dragon,-1598.9028175354003,-1571.3989349365233,27.503882598877,-4.1545714339008555e-05,3.2610225275675475e-07,-0.0030078140553086996,0.2435712367296219,-1251240.25,847478.5625,812.3613891601562,64930.609375,11.17,8.0,8.474733034143316,1,34,198.47,5.628054617826372,1.3035951852798462,22.479999542236328,307,64000,628.6013078689575,2026-01-27T19:12:53.640729
fox,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_elephant,-903.1631062825521,-836.6949564615885,66.46814982096362,-0.006131200585514307,2.5699053367134184e-05,-0.018556512892246246,0.8014922142028809,-2084058.0,1954457.875,9697.103515625,81713.2890625,10.98,9.0,8.822675331213317,1,53,195.86,5.606045134279587,1.226460576057434,26.709999084472656,35,64000,633.701322555542,2026-01-27T19:54:50.729701
fox,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fox_to_rabbit,-418.52044677734375,-333.91271718343097,84.60772959391278,-0.010354244150221348,0.008325300179421902,-0.01323685608804226,1.0313020944595337,-1373320.25,1290268.875,9744.14453125,65513.1640625,15.12,12.0,13.614903598630436,0,59,194.93,7.756630585338327,1.5014636516571045,29.40999984741211,35,64000,582.1531045436859,2026-01-27T17:26:48.957362
frog,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_fox,-872.5850677490234,-798.7145538330078,73.87051391601562,0.01177831832319498,0.00027442805003374815,0.03763672336935997,0.8131039142608643,-1421394.875,1016241.25,4420.7705078125,58905.296875,26.79,22.5,20.66654059101329,0,116,196.85,13.609347218694438,2.4597206115722656,37.040000915527344,58,64000,583.9828708171844,2026-01-27T19:02:48.048260
mouse,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_bird,-575.4623718261719,-568.1298624674479,7.332509358723996,0.022730987519025803,-0.00021303718676790595,,,-1544551.0,1720060.625,3924.9580078125,57919.66015625,13.87,11.0,10.141651739238535,0,47,197.9,7.008590197069227,1.3337748050689697,25.56999969482422,42,64000,618.4464700222015,2026-01-27T16:34:37.428874
fish,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_frog,-686.9254913330078,-586.6824073791504,100.24308395385742,0.009435351006686687,0.002136468654498458,0.03918851912021637,1.1377326250076294,-542171.0625,921417.3125,8567.5888671875,44808.3515625,17.19,13.5,13.756958239378356,0,54,202.48,8.489727380482025,1.6961784362792969,25.459999084472656,56,64000,625.5155296325684,2026-01-27T18:08:43.332090
squirrel,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_butterfly,-689.1249389648438,-646.9036560058594,42.221282958984375,-0.004303679335862398,9.213110752170905e-05,-0.00854180846363306,0.550673246383667,-1362530.75,1508968.125,8900.986328125,65044.4375,9.3,9.0,7.199305522062527,0,37,197.01,4.720572559768541,1.0242265462875366,18.010000228881836,23,64000,599.1500387191772,2026-01-27T17:59:28.963148
monkey,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_squirrel,-435.548583984375,-363.32232666015625,72.22625732421875,-0.0547172874212265,0.0006762323318980634,-0.14252769947052002,1.0039191246032715,-844073.875,1578095.0,8175.00439453125,63482.65625,8.25,7.5,6.186073067787027,0,31,196.46,4.199328107502799,0.9777094125747681,15.149999618530273,9,64000,739.7197487354279,2026-01-27T18:22:03.339989
dog,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_monkey,-1291.6248626708984,-1252.0763397216797,39.54852294921875,-0.0003963931812904775,2.026263791776728e-05,-0.0028397715650498867,0.3941412568092346,-854582.1875,1001323.375,8208.5068359375,57405.40625,4.36,3.5,4.2107481520508925,0,20,207.62,2.099990367016665,0.7343526482582092,8.470000267028809,121,64000,611.2842628955841,2026-01-27T19:23:18.391731
lion,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_owl,-971.7990112304688,-946.5364379882812,25.2625732421875,0.02521459013223648,7.603593257954344e-05,0.05204688757658005,0.2870433032512665,-1146893.5,1384433.75,8037.9541015625,68082.453125,20.75,19.5,13.417432690347285,1,61,197.45,10.508989617624716,1.6402192115783691,32.36000061035156,31,64000,660.196216583252,2026-01-27T19:47:37.822084
butterfly,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_rabbit,-828.2154235839844,-732.1709899902344,96.04443359375,-0.0024185855872929096,0.0006550098187290132,0.011439520865678787,0.9530484676361084,-847487.3125,978808.3125,7896.74853515625,49959.80078125,10.53,6.0,12.088386989172708,0,62,196.38,5.362053162236481,1.2084081172943115,14.1899995803833,32,64000,643.7033302783966,2026-01-27T17:27:33.199406
bear,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_dog,-790.750011867947,-783.1943359375,7.555675930447023,0.009761296212673187,5.1687780796783045e-05,,,-1438102.25,891566.8125,3988.1455078125,49885.83203125,8.52,6.0,7.699974025930218,0,35,204.47,4.166870445542133,0.9328469634056091,16.78999900817871,132,64000,611.3448178768158,2026-01-27T16:45:21.973523
lion,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_bee,-1187.8367004394531,-1178.1887817382812,9.647918701171875,0.020819419994950294,1.0814558663696516e-05,0.04742253199219704,0.13713976740837097,-1593791.0,1573609.5,6630.0009765625,71674.1328125,23.45,22.5,13.602481391275637,0,57,192.75,12.166018158236056,1.9683514833450317,31.299999237060547,31,64000,631.9416561126709,2026-01-27T19:36:12.214654
lion,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_fish,-1063.7506713867188,-990.3028564453125,73.44781494140625,0.006249283440411091,5.0966082199011e-05,0.020366832613945007,0.703574538230896,-1159450.375,2041323.125,7927.13720703125,72535.65625,15.67,14.0,11.10320224079522,0,48,198.0,7.914141414141414,1.4886208772659302,26.049999237060547,31,64000,613.5787749290466,2026-01-27T17:17:04.164085
puppy,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_squirrel,-1008.7266998291016,-1011.101921081543,-2.3752212524414062,0.01644354872405529,-4.867944880970754e-05,0.049944885075092316,0.02589144930243492,-1517459.75,1646073.25,10010.662109375,64223.59375,24.39,21.0,18.584345562865536,1,75,192.41,12.67605633802817,2.409632682800293,35.81999969482422,57,64000,626.9775652885437,2026-01-27T18:19:38.395442
owl,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_mouse,-432.6593933105469,-400.3898391723633,32.269554138183594,0.0058431681245565414,0.0008953103679232299,0.08722645044326782,0.5724779963493347,-1520564.875,2165788.5,10645.931640625,54359.640625,12.29,9.0,9.673980566447298,1,37,192.68,6.378451318247872,1.22422456741333,21.100000381469727,21,64000,611.6411190032959,2026-01-27T17:48:12.871179
frog,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_butterfly,-835.0093078613281,-774.1689529418945,60.840354919433594,-0.003401014721021056,0.00019475082808639854,-0.006766326725482941,0.6319644451141357,-1072315.625,1018717.25,7244.74609375,59394.0078125,10.55,8.0,9.061318888550385,0,50,197.57,5.339879536366857,1.2072285413742065,19.619998931884766,58,64000,601.5211892127991,2026-01-27T18:00:03.590357
butterfly,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/butterfly_to_elephant,-1335.6986083984375,-1241.965087890625,93.7335205078125,-0.013917172327637672,1.0139334335690364e-05,-0.02997494488954544,0.8881107568740845,-922544.375,901383.0,7012.2275390625,52956.44140625,7.42,4.5,8.015210539967118,0,54,190.19,3.901361796098638,1.0202161073684692,11.109999656677246,32,64000,605.5804369449615,2026-01-27T19:54:25.261979
cat,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_duck,-1132.836907523019,-1089.3868430001396,43.4500645228793,-0.00655413419008255,6.788029713789001e-05,-0.015070518478751183,0.40906161069869995,-1049000.875,1584389.5,8502.01953125,58310.359375,11.24,9.0,8.159803919212765,1,37,194.94,5.765876680004104,1.345776081085205,20.719999313354492,100,64000,616.5676517486572,2026-01-27T18:43:15.014056
monkey,dragon,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_dragon,-738.728759765625,-698.4779052734375,40.2508544921875,0.014065522700548172,-5.006776973459637e-06,0.03597032651305199,0.6737709045410156,-1172632.125,1417314.125,5322.52099609375,69205.765625,15.67,13.0,10.043958383028075,1,39,203.95,7.683255699926453,1.5047595500946045,24.260000228881836,9,64000,609.0218760967255,2026-01-27T19:14:39.731992
owl,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_rabbit,-434.05908966064453,-347.9085273742676,86.15056228637695,0.07401689141988754,0.005200017709285021,0.21789811551570892,1.5132583379745483,-1084265.875,1774409.125,11247.9853515625,61558.84765625,23.45,23.0,16.018348853736455,2,65,194.46,12.059035277177825,2.202453136444092,31.670000076293945,21,64000,613.233181476593,2026-01-27T17:26:47.634211
bunny,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_bird,-660.2632474899292,-616.3351211547852,43.92812633514404,-0.0010839280439540744,0.0006668108981102705,,,-1224045.625,1981532.375,10678.353515625,75323.90625,17.0,13.0,13.613228860193308,1,64,193.04,8.806464981351017,1.6856404542922974,30.34000015258789,49,64000,631.8591136932373,2026-01-27T16:34:50.352624
bunny,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_puppy,-674.4239501953125,-589.1044120788574,85.31953811645508,-0.003367722500115633,0.000803062692284584,0.00047170164179988205,0.9354791641235352,-964518.125,1267382.25,5424.2470703125,58856.29296875,8.91,6.0,8.321171792482115,0,41,194.15,4.589235127478753,0.9944415092468262,15.729999542236328,49,64000,616.8444225788116,2026-01-27T18:52:40.330807
bear,fox,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_fox,-717.0157470703125,-679.7979498969185,37.21779717339405,0.00952250324189663,-0.00044602309935726225,0.022303298115730286,0.4372979402542114,-1551880.875,889338.5625,3051.28759765625,44846.02734375,10.02,8.0,8.828340727452696,0,52,203.93,4.913450693865542,1.1098393201828003,20.489999771118164,132,64000,605.0300097465515,2026-01-27T19:02:11.345603
bee,fish,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_fish,-740.9708633422852,-691.6511535644531,49.31970977783203,0.006862671580165625,5.503428474185057e-05,0.004721503704786301,0.7142075896263123,-1305088.0,1517432.625,11163.005859375,70603.3125,9.22,7.5,7.8582186276534705,0,51,202.3,4.557587740978745,1.2203741073608398,15.960000038146973,19,64000,618.5273241996765,2026-01-27T17:17:35.425475
elephant,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/elephant_to_elephant,0.0,0.0,0.0,3.6763507523573935e-05,3.6763507523573935e-05,0.00018449817434884608,0.00018449817434884608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,27,64000,558.0675733089447,2026-01-27T19:54:18.405602
monkey,duck,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_duck,-509.7333984375,-474.3179626464844,35.415435791015625,-0.012792431749403477,0.00012868056364823133,0.023088421672582626,0.5852082371711731,-836582.0625,1764323.0,12961.755859375,75777.7578125,14.74,12.0,11.36188364664944,0,54,202.91,7.264304371396186,1.6936029195785522,22.799999237060547,9,64000,600.0116882324219,2026-01-27T18:43:09.128512
bee,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bee_to_bear,-451.55650329589844,-353.23365020751953,98.3228530883789,-0.01465027779340744,0.004498883616179228,,,-1141177.0,1467583.875,10313.74609375,66890.0078125,12.62,10.0,12.028948416216608,0,63,197.84,6.378892033966841,1.2617193460464478,19.100000381469727,19,64000,615.9185199737549,2026-01-27T16:56:14.175529
owl,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_cat,-611.8427658081055,-532.6555252075195,79.18724060058594,0.04937789961695671,0.00021785558783449233,0.21661262214183807,1.4071677923202515,-2043787.375,2334238.75,10724.404296875,73490.84375,15.64,12.5,11.804677039207807,1,59,191.36,8.173076923076923,1.4917097091674805,27.84000015258789,21,64000,628.2476255893707,2026-01-27T17:06:01.668759
monkey,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_owl,-532.678466796875,-476.7787170410156,55.899749755859375,0.00333162909373641,0.0005885387654416263,0.027335654944181442,0.914516270160675,-810045.25,1772390.125,8028.962890625,65221.78515625,9.61,8.0,7.238639374910177,0,36,201.2,4.776341948310139,1.0700604915618896,16.44999885559082,9,64000,600.8600487709045,2026-01-27T19:44:47.054906
bear,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bear_to_bird,-631.8513760036892,-644.1867268880209,-12.33535088433166,0.007806927897036076,-0.0004503971431404352,,,-1471994.75,787506.8125,4857.51220703125,44393.484375,6.97,5.0,7.050468069568148,0,38,199.95,3.485871467866967,0.9018263220787048,13.619999885559082,132,64000,626.672590970993,2026-01-27T16:34:44.874350
puppy,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_mouse,-925.8794403076172,-837.845832824707,88.03360748291016,0.006398489698767662,0.00015905506734270602,0.035938527435064316,0.9273984432220459,-1055134.0,1510209.875,12060.365234375,66619.15625,30.15,29.5,22.198367057060754,0,90,193.71,15.56450363946105,2.373821973800659,40.36000061035156,57,64000,613.209762096405,2026-01-27T17:48:28.788758
elephant,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/elephant_to_lion,-434.446533203125,-385.4017639160156,49.044769287109375,-0.007242364343255758,0.0020727075170725584,-0.023472534492611885,0.5370385646820068,-792812.3125,1704748.25,4527.61328125,52419.47265625,4.9,4.0,3.876854394996026,0,21,194.82,2.5151421825274616,0.6375751495361328,8.619999885559082,27,64000,641.6497910022736,2026-01-27T18:31:17.764223
frog,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_bear,-1016.8341751098633,-881.9250259399414,134.90914916992188,0.0038404720835387707,0.0006848148768767715,,,-1514512.125,1255788.75,6475.580078125,72375.9296875,39.35,41.0,24.826749686577983,2,113,197.38,19.93616374506029,3.3484785556793213,55.91999816894531,58,64000,619.5054206848145,2026-01-27T16:56:05.719764
mouse,elephant,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_elephant,-896.5169169108073,-842.9936319986979,53.523284912109375,0.007497303653508425,-8.059294486884028e-05,0.03351394459605217,0.6131766438484192,-1142693.375,935719.875,3872.006103515625,50102.4765625,13.97,13.0,9.615045501712407,0,44,198.83,7.026102700799678,1.3646273612976074,20.729999542236328,42,64000,601.7343657016754,2026-01-27T19:54:51.221427
monkey,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_mouse,-386.86883544921875,-356.48944091796875,30.37939453125,-0.006050233729183674,0.005317225586622953,-0.024338437244296074,0.45787283778190613,-1247278.0,1741201.5,10688.23828125,69244.8046875,13.35,11.5,10.269737094979599,0,57,196.45,6.795622295749555,1.30532968044281,22.989999771118164,9,64000,620.1398296356201,2026-01-27T17:48:31.012561
dog,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_bird,-797.0512428283691,-793.1102676391602,3.9409751892089844,-0.0008894050261005759,0.00013141764793545008,,,-840399.875,760376.375,7578.701171875,50969.4609375,4.75,3.0,5.103675146401855,0,22,211.77,2.242999480568541,0.6999399662017822,8.679999351501465,121,64000,631.7036964893341,2026-01-27T16:34:55.162539
mouse,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_butterfly,-939.359853108724,-943.0474853515625,-3.6876322428385038,0.023777427151799202,-0.00021038342674728483,0.06895393878221512,0.028953272849321365,-2711901.25,1079931.5,5518.2548828125,62262.86328125,13.75,11.5,11.40822072016491,1,59,202.25,6.798516687268233,1.4353985786437988,25.969999313354492,42,64000,612.5993428230286,2026-01-27T17:57:30.417193
cat,squirrel,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_squirrel,-1340.155020577567,-1266.7359117780413,73.4191087995257,0.0017607123591005802,-7.382246622000821e-06,0.003914264030754566,0.7188361287117004,-1664007.375,1762520.5,8778.7041015625,70009.8671875,13.02,10.0,10.746143494295989,0,57,197.05,6.607460035523978,1.2983205318450928,27.719999313354492,100,64000,624.4647183418274,2026-01-27T18:22:10.757775
puppy,frog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/puppy_to_frog,-1111.6203994750977,-1031.7883911132812,79.8320083618164,0.0038211853243410587,1.5307812645914964e-05,0.024625491350889206,0.8328474760055542,-1445011.0,1662410.625,11839.2490234375,65061.6015625,30.93,33.0,20.5374073339358,0,80,189.07,16.35902046860951,2.9956142902374268,41.27000045776367,57,64000,587.2350001335144,2026-01-27T18:08:50.322617
monkey,lion,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_lion,-361.043701171875,-370.9345703125,-9.890869140625,0.01496181171387434,-0.00021001449204050004,0.07059932500123978,-0.08639875054359436,-1246795.125,1746216.625,5464.34912109375,56291.4765625,9.17,7.0,8.022537005212254,0,51,204.35,4.487399070222657,1.1334381103515625,18.459999084472656,9,64000,625.5127372741699,2026-01-27T18:32:48.917621
rabbit,bird,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_bird,-606.4197692871094,-607.7635925292968,-1.3438232421874545,-0.002704489976167679,-0.0008846466080285609,,,-1511407.625,1388164.5,3418.0849609375,58702.21875,57.25,50.5,37.07003506877219,3,151,194.65,29.41176470588235,5.083918571472168,70.04000091552734,73,64000,639.2725026607513,2026-01-27T16:34:58.177028
bunny,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_cat,-822.3018178939819,-775.3961982727051,46.905619621276855,0.006391419563442469,0.00024792260956019163,0.014154434204101562,0.5281805396080017,-2095605.5,2205419.5,11284.8193359375,83749.484375,29.76,27.0,18.274090948662806,1,96,189.3,15.72107765451664,2.4649577140808105,38.869998931884766,49,64000,602.8171288967133,2026-01-27T17:06:12.458436
squirrel,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_dog,-453.6650390625,-424.52134704589844,29.143692016601562,-0.010182445868849754,0.0007055430323816836,,,-1166489.75,1407687.875,5471.908203125,57163.02734375,7.26,5.0,6.416572293678301,0,33,198.27,3.6616734755636253,0.9424149990081787,15.869999885559082,23,64000,593.7697424888611,2026-01-27T16:44:50.786097
fish,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/fish_to_dog,-848.2923278808594,-732.8817520141602,115.41057586669922,-0.011355157941579819,0.0003792284696828574,,,-751711.5,902251.875,6827.056640625,50295.1171875,12.76,9.5,10.303513963692193,0,46,200.16,6.374900079936051,1.4138749837875366,21.5,56,64000,598.7656846046448,2026-01-27T16:44:44.358285
owl,bear,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/owl_to_bear,-528.6242218017578,-483.45203399658203,45.17218780517578,0.04494781047105789,-0.0007959585054777563,,,-1338286.625,2116390.0,8818.505859375,67092.7734375,18.28,15.0,13.437321161600625,0,68,196.39,9.308009572788839,1.4307682514190674,27.299999237060547,21,64000,617.2214801311493,2026-01-27T16:55:08.528421
duck,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_rabbit,-861.5613911946615,-847.6204325358073,13.940958658854242,0.0099336514249444,-0.0007681702845729887,0.009937622584402561,0.1461637169122696,-1555501.75,1538011.125,11508.23046875,78017.8671875,20.13,17.5,14.234925359832413,0,57,195.48,10.297728667894415,1.768638014793396,33.05999755859375,39,64000,621.7225015163422,2026-01-27T17:26:18.537558
duck,owl,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_owl,-1059.6412556966145,-1008.450927734375,51.19032796223951,-0.008200333453714848,2.0611536456272006e-05,-0.016493672505021095,0.4837101697921753,-1384963.125,1076718.0,6628.94921875,66490.40625,8.35,6.0,6.635322147416807,0,36,194.98,4.282490511847369,1.008528232574463,19.029998779296875,39,64000,610.0873513221741,2026-01-27T19:42:55.682286
squirrel,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/squirrel_to_bee,-771.8051452636719,-677.8096313476562,93.99551391601562,0.0034910484682768583,0.0001296033733524382,-0.004622146021574736,1.240258812904358,-882766.9375,1344055.625,5059.57421875,58281.6953125,9.31,8.0,6.350897574359076,0,30,199.23,4.672991015409326,1.0524402856826782,19.94999885559082,23,64000,625.0245561599731,2026-01-27T19:34:32.519838
monkey,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/monkey_to_puppy,-523.8524169921875,-420.9000244140625,102.952392578125,-0.09405158460140228,0.00021998502779752016,-0.20992015302181244,1.4242323637008667,-892601.5625,1400807.75,7819.52294921875,67186.6015625,11.8,10.0,8.706319543871567,1,51,202.21,5.835517531279363,1.335350751876831,22.010000228881836,9,64000,596.4627299308777,2026-01-27T18:53:28.622793
mouse,cat,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/mouse_to_cat,-612.1219380696615,-558.3844197591146,53.737518310546875,0.013093989342451096,0.0004911274882033467,0.027964020147919655,0.6099580526351929,-1826974.875,1265721.875,3360.3408203125,62994.66015625,15.77,11.0,14.13920436233949,1,76,194.67,8.100888683412956,1.4436464309692383,32.380001068115234,42,64000,614.4498362541199,2026-01-27T17:06:22.577599
frog,bunny,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/frog_to_bunny,-690.1501007080078,-564.3197326660156,125.83036804199219,-0.02092823199927807,0.0019470099359750748,-0.041754137724637985,1.2792946100234985,-1319090.75,764082.125,2889.31005859375,56983.0234375,22.7,20.0,15.17201370945861,0,62,198.13,11.457124110432545,1.7654181718826294,30.529998779296875,58,64000,643.0098252296448,2026-01-27T17:38:43.918903
bunny,mouse,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/bunny_to_mouse,-769.0587739944458,-707.517147064209,61.541626930236816,0.004929299000650644,0.00035808817483484745,0.009215370751917362,0.6836405992507935,-1311371.0,2525322.0,11756.443359375,72731.2890625,23.55,23.0,17.252463592194594,1,70,196.34,11.994499337883264,2.260645627975464,37.18000030517578,49,64000,636.7887201309204,2026-01-27T17:47:27.062787
rabbit,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/rabbit_to_bee,-1085.9163208007812,-1091.5411010742187,-5.624780273437409,0.002881082007661462,-2.8401249437592924e-05,-0.014373894780874252,-0.07219359278678894,-2109820.5,1608881.25,1336.0089111328125,61741.11328125,55.75,53.0,31.680080492321988,5,151,197.01,28.298055936246893,4.468511581420898,68.43000030517578,73,64000,627.6248242855072,2026-01-27T19:33:35.745745
dog,dog,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dog_to_dog,0.0,0.0,0.0,-0.00011157425615238026,-0.00011157425615238026,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198.56,0.0,0.0,0.0,121,64000,544.4530429840088,2026-01-27T16:44:22.063969
dragon,monkey,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_monkey,-1174.482666015625,-1064.6865234375,109.796142578125,-0.01260448433458805,4.141096360399388e-05,0.022121667861938477,1.0777275562286377,-1853503.25,2096195.75,13856.33984375,78481.546875,24.87,19.0,18.59121028873591,0,79,204.41,12.166723741499927,2.136859893798828,33.47999954223633,15,64000,587.6795828342438,2026-01-27T19:21:34.264425
duck,butterfly,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/duck_to_butterfly,-726.6427408854166,-770.0373331705729,-43.39459228515625,0.022965850308537483,-0.00032477284548804164,0.06318067759275436,-0.36086559295654297,-1219308.75,1288520.5,8497.7353515625,66247.0546875,6.84,6.0,4.60590924791186,1,24,193.96,3.5265003093421323,0.9436686635017395,13.710000038146973,39,64000,581.2909774780273,2026-01-27T17:57:56.849502
cat,bee,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/cat_to_bee,-1085.9670889718193,-1010.8260105678013,75.141078404018,0.0004948464338667691,6.935179408174008e-05,-0.0012904956238344312,0.7322091460227966,-722510.875,1156672.0,4208.06005859375,50105.0859375,6.54,5.0,5.487112173083397,0,26,201.15,3.2513049962714393,0.9068359136581421,15.380000114440918,100,64000,615.0370185375214,2026-01-27T19:36:03.791572
lion,rabbit,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/lion_to_rabbit,-797.4703063964844,-712.8484802246094,84.621826171875,-0.0022274863440543413,-0.00011315027222735807,-0.007465532049536705,0.7797108292579651,-1668313.625,1761541.625,12059.083984375,82046.859375,47.15,46.5,18.980713895952384,5,98,194.51,24.240398951210736,3.3495736122131348,58.68000030517578,31,64000,605.0799934864044,2026-01-27T17:27:30.907083
dragon,puppy,/scratch/s5e/jrosser.s5e/infusion/gpt_neo/animals/dragon_to_puppy,-1109.060791015625,-977.2991943359375,131.7615966796875,-0.006600824650377035,6.572499842150137e-05,0.009913855232298374,1.276785969734192,-1585428.375,1915887.625,11904.28515625,70646.9921875,13.19,14.0,9.197494223972093,0,36,203.55,6.479980348808646,1.2746061086654663,21.279998779296875,15,64000,634.8479006290436,2026-01-27T18:51:45.030037
